PassengerId,fSex,fEmbarked,Pclass,Age,SibSp,Parch,Fare,Survived,name_title,name_word_length,name_char_length,cabin_first_letter,ticket_category
403,female,S,3,21,1,0,9.825,0,Miss.,3,15,n,digit
404,male,S,3,28,1,0,15.85,0,Mr.,3,23,n,STON/O2
404,male,S,3,28,1,0,15.85,0,Mr.,3,23,n,STON/O2
405,female,S,3,20,0,0,8.6625,0,Miss.,2,15,n,digit
405,female,S,3,20,0,0,8.6625,0,Miss.,2,15,n,digit
406,male,S,2,34,1,0,21,0,Mr.,2,12,n,digit
406,male,S,2,34,1,0,21,0,Mr.,2,12,n,digit
407,male,S,3,51,0,0,7.75,0,Mr.,3,25,n,digit
407,male,S,3,51,0,0,7.75,0,Mr.,3,25,n,digit
408,male,S,2,3,1,1,18.75,1,Master.,3,19,n,digit
408,male,S,2,3,1,1,18.75,1,Master.,3,19,n,digit
409,male,S,3,21,0,0,7.775,0,Mr.,4,25,n,digit
409,male,S,3,21,0,0,7.775,0,Mr.,4,25,n,digit
410,female,S,3,2,3,1,25.4667,0,Miss.,2,10,n,digit
410,female,S,3,2,3,1,25.4667,0,Miss.,2,10,n,digit
411,male,S,3,21,0,0,7.8958,0,Mr.,2,12,n,digit
411,male,S,3,24,0,0,7.8958,0,Mr.,2,12,n,digit
412,male,Q,3,35,0,0,6.8583,0,Mr.,2,9,n,digit
412,male,Q,3,35,0,0,6.8583,0,Mr.,2,9,n,digit
413,female,Q,1,33,1,0,90,1,Miss.,3,13,C,digit
413,female,Q,1,33,1,0,90,1,Miss.,3,13,C,digit
414,male,S,2,19,0,0,0,0,Mr.,3,23,n,digit
414,male,S,2,47,0,0,0,0,Mr.,3,23,n,digit
415,male,S,3,44,0,0,7.925,1,Mr.,3,18,n,STON/O 2
415,male,S,3,44,0,0,7.925,1,Mr.,3,18,n,STON/O 2
416,female,S,3,36,0,0,8.05,0,Mrs.,3,10,n,digit
416,female,S,3,49,0,0,8.05,0,Mrs.,3,10,n,digit
417,female,S,2,34,1,1,32.5,1,Mrs.,4,15,n,digit
417,female,S,2,34,1,1,32.5,1,Mrs.,4,15,n,digit
418,female,S,2,18,0,2,13,1,Miss.,3,20,n,digit
418,female,S,2,18,0,2,13,1,Miss.,3,20,n,digit
419,male,S,2,30,0,0,13,0,Mr.,3,19,n,digit
419,male,S,2,30,0,0,13,0,Mr.,3,19,n,digit
420,female,S,3,10,0,2,24.15,0,Miss.,3,16,n,digit
420,female,S,3,10,0,2,24.15,0,Miss.,3,16,n,digit
421,male,C,3,45,0,0,7.8958,0,Mr.,2,16,n,digit
421,male,C,3,40,0,0,7.8958,0,Mr.,2,16,n,digit
422,male,Q,3,21,0,0,7.7333,0,Mr.,2,13,n,A/5
422,male,Q,3,21,0,0,7.7333,0,Mr.,2,13,n,A/5
423,male,S,3,29,0,0,7.875,0,Mr.,2,12,n,digit
423,male,S,3,29,0,0,7.875,0,Mr.,2,12,n,digit
424,female,S,3,28,1,1,14.4,0,Mrs.,4,18,n,digit
424,female,S,3,28,1,1,14.4,0,Mrs.,4,18,n,digit
425,male,S,3,18,1,1,20.2125,0,Mr.,3,20,n,digit
425,male,S,3,18,1,1,20.2125,0,Mr.,3,20,n,digit
426,male,S,3,21,0,0,7.25,0,Mr.,2,16,n,A/4
426,male,S,3,24,0,0,7.25,0,Mr.,2,16,n,A/4
427,female,S,2,28,1,0,26,1,Mrs.,4,14,n,digit
427,female,S,2,28,1,0,26,1,Mrs.,4,14,n,digit
428,female,S,2,19,0,0,26,1,Miss.,4,20,n,digit
428,female,S,2,19,0,0,26,1,Miss.,4,20,n,digit
429,male,Q,3,35,0,0,7.75,0,Mr.,2,10,n,digit
429,male,Q,3,35,0,0,7.75,0,Mr.,2,10,n,digit
430,male,S,3,32,0,0,8.05,1,Mr.,3,11,E,SOTON/OQ
430,male,S,3,32,0,0,8.05,1,Mr.,3,11,E,SOTON/OQ
431,male,S,1,28,0,0,26.55,1,Mr.,3,34,C,digit
431,male,S,1,28,0,0,26.55,1,Mr.,3,34,C,digit
432,female,S,3,1,1,0,16.1,1,Mrs.,3,20,n,digit
432,female,S,3,1,1,0,16.1,1,Mrs.,3,20,n,digit
433,female,S,2,42,1,0,26,1,Mrs.,4,21,n,other
433,female,S,2,42,1,0,26,1,Mrs.,4,21,n,other
434,male,S,3,17,0,0,7.125,0,Mr.,3,19,n,STON/O 2
434,male,S,3,17,0,0,7.125,0,Mr.,3,19,n,STON/O 2
435,male,S,1,50,1,0,55.9,0,Mr.,3,18,E,digit
435,male,S,1,50,1,0,55.9,0,Mr.,3,18,E,digit
436,female,S,1,14,1,2,120,1,Miss.,3,16,B,digit
436,female,S,1,14,1,2,120,1,Miss.,3,16,B,digit
437,female,S,3,21,2,2,34.375,0,Miss.,4,26,n,W/C
437,female,S,3,21,2,2,34.375,0,Miss.,4,26,n,W/C
438,female,S,2,24,2,3,18.75,1,Mrs.,3,14,n,digit
438,female,S,2,24,2,3,18.75,1,Mrs.,3,14,n,digit
439,male,S,1,64,1,4,263,0,Mr.,2,11,C,digit
439,male,S,1,64,1,4,263,0,Mr.,2,11,C,digit
440,male,S,2,31,0,0,10.5,0,Mr.,4,30,n,CA
440,male,S,2,31,0,0,10.5,0,Mr.,4,30,n,CA
441,female,S,2,45,1,1,26.25,1,Mrs.,3,12,n,FCC
441,female,S,2,45,1,1,26.25,1,Mrs.,3,12,n,FCC
442,male,S,3,20,0,0,9.5,0,Mr.,2,9,n,digit
442,male,S,3,20,0,0,9.5,0,Mr.,2,9,n,digit
443,male,S,3,25,1,0,7.775,0,Mr.,3,18,n,digit
443,male,S,3,25,1,0,7.775,0,Mr.,3,18,n,digit
444,female,S,2,28,0,0,13,1,Miss.,2,19,n,digit
444,female,S,2,28,0,0,13,1,Miss.,2,19,n,digit
445,male,S,3,23,0,0,8.1125,1,Mr.,2,27,n,digit
445,male,S,3,24,0,0,8.1125,1,Mr.,2,27,n,digit
446,male,S,1,4,0,2,81.8583,1,Master.,2,15,o,digit
446,male,S,1,4,0,2,81.8583,1,Master.,2,15,o,digit
447,female,S,2,13,0,1,19.5,1,Miss.,3,24,n,digit
447,female,S,2,13,0,1,19.5,1,Miss.,3,24,n,digit
448,male,S,1,34,0,0,26.55,1,Mr.,3,20,n,digit
448,male,S,1,34,0,0,26.55,1,Mr.,3,20,n,digit
449,female,C,3,5,2,1,19.2583,1,Miss.,3,21,n,digit
449,female,C,3,5,2,1,19.2583,1,Miss.,3,21,n,digit
450,male,S,1,52,0,0,30.5,1,Military,3,20,C,digit
450,male,S,1,52,0,0,30.5,1,Military,3,20,C,digit
451,male,S,2,36,1,2,27.75,0,Mr.,3,14,n,CA
451,male,S,2,36,1,2,27.75,0,Mr.,3,14,n,CA
452,male,S,3,34,1,0,19.9667,0,Mr.,4,23,n,digit
452,male,S,3,34,1,0,19.9667,0,Mr.,4,23,n,digit
453,male,C,1,30,0,0,27.75,0,Mr.,3,24,C,digit
453,male,C,1,30,0,0,27.75,0,Mr.,3,24,C,digit
454,male,C,1,49,1,0,89.1042,1,Mr.,3,17,C,digit
454,male,C,1,49,1,0,89.1042,1,Mr.,3,17,C,digit
455,male,S,3,21,0,0,8.05,0,Mr.,2,13,n,A/5
455,male,S,3,21,0,0,8.05,0,Mr.,2,13,n,A/5
456,male,C,3,29,0,0,7.8958,1,Mr.,2,12,n,digit
456,male,C,3,29,0,0,7.8958,1,Mr.,2,12,n,digit
457,male,S,1,65,0,0,26.55,0,Mr.,3,18,E,digit
457,male,S,1,65,0,0,26.55,0,Mr.,3,18,E,digit
458,female,S,1,30,1,0,51.8625,1,Mrs.,4,16,D,digit
458,female,S,1,28,1,0,51.8625,1,Mrs.,4,16,D,digit
459,female,S,2,50,0,0,10.5,1,Miss.,2,11,n,FCC
459,female,S,2,50,0,0,10.5,1,Miss.,2,11,n,FCC
460,male,Q,3,39,0,0,7.75,0,Mr.,2,15,n,digit
460,male,Q,3,39,0,0,7.75,0,Mr.,2,15,n,digit
461,male,S,1,48,0,0,26.55,1,Mr.,2,13,E,digit
461,male,S,1,48,0,0,26.55,1,Mr.,2,13,E,digit
462,male,S,3,34,0,0,8.05,0,Mr.,2,13,n,digit
462,male,S,3,34,0,0,8.05,0,Mr.,2,13,n,digit
463,male,S,1,47,0,0,38.5,0,Mr.,3,10,E,digit
463,male,S,1,47,0,0,38.5,0,Mr.,3,10,E,digit
464,male,S,2,48,0,0,13,0,Mr.,3,21,n,digit
464,male,S,2,48,0,0,13,0,Mr.,3,21,n,digit
465,male,S,3,21,0,0,8.05,0,Mr.,2,12,n,other
465,male,S,3,32,0,0,8.05,0,Mr.,2,12,n,other
466,male,S,3,38,0,0,7.05,0,Mr.,3,24,n,SOTON/OQ
466,male,S,3,38,0,0,7.05,0,Mr.,3,24,n,SOTON/OQ
467,male,S,2,47,0,0,0,0,Mr.,2,15,n,digit
467,male,S,2,19,0,0,0,0,Mr.,2,15,n,digit
468,male,S,1,56,0,0,26.55,0,Mr.,3,19,n,digit
468,male,S,1,56,0,0,26.55,0,Mr.,3,19,n,digit
469,male,Q,3,39,0,0,7.725,0,Mr.,2,12,n,digit
469,male,Q,3,35,0,0,7.725,0,Mr.,2,12,n,digit
470,female,C,3,0.75,2,1,19.2583,1,Miss.,3,20,n,digit
470,female,C,3,0.75,2,1,19.2583,1,Miss.,3,20,n,digit
471,male,S,3,32,0,0,7.25,0,Mr.,2,11,n,digit
471,male,S,3,21,0,0,7.25,0,Mr.,2,11,n,digit
472,male,S,3,38,0,0,8.6625,0,Mr.,2,9,n,digit
472,male,S,3,38,0,0,8.6625,0,Mr.,2,9,n,digit
473,female,S,2,33,1,2,27.75,1,Mrs.,4,14,n,CA
473,female,S,2,33,1,2,27.75,1,Mrs.,4,14,n,CA
474,female,C,2,23,0,0,13.7917,1,Mrs.,4,11,D,other
474,female,C,2,23,0,0,13.7917,1,Mrs.,4,11,D,other
475,female,S,3,22,0,0,9.8375,0,Miss.,3,18,n,digit
475,female,S,3,22,0,0,9.8375,0,Miss.,3,18,n,digit
476,male,S,1,40,0,0,52,0,Mr.,3,20,o,digit
476,male,S,1,38,0,0,52,0,Mr.,3,20,o,digit
477,male,S,2,34,1,0,21,0,Mr.,3,16,n,digit
477,male,S,2,34,1,0,21,0,Mr.,3,16,n,digit
478,male,S,3,29,1,0,7.0458,0,Mr.,3,18,n,digit
478,male,S,3,29,1,0,7.0458,0,Mr.,3,18,n,digit
479,male,S,3,22,0,0,7.5208,0,Mr.,3,18,n,digit
479,male,S,3,22,0,0,7.5208,0,Mr.,3,18,n,digit
480,female,S,3,2,0,1,12.2875,1,Miss.,3,15,n,digit
480,female,S,3,2,0,1,12.2875,1,Miss.,3,15,n,digit
481,male,S,3,9,5,2,46.9,0,Master.,3,19,n,CA
481,male,S,3,9,5,2,46.9,0,Master.,3,19,n,CA
482,male,S,2,19,0,0,0,0,Mr.,4,24,n,digit
482,male,S,2,19,0,0,0,0,Mr.,4,24,n,digit
483,male,S,3,50,0,0,8.05,0,Mr.,3,17,n,A/5
483,male,S,3,50,0,0,8.05,0,Mr.,3,17,n,A/5
484,female,S,3,63,0,0,9.5875,1,Mrs.,2,7,n,digit
484,female,S,3,63,0,0,9.5875,1,Mrs.,2,7,n,digit
485,male,C,1,25,1,0,91.0792,1,Mr.,3,16,B,digit
485,male,C,1,25,1,0,91.0792,1,Mr.,3,16,B,digit
486,female,S,3,4,3,1,25.4667,0,Miss.,2,14,n,digit
486,female,S,3,9,3,1,25.4667,0,Miss.,2,14,n,digit
487,female,S,1,35,1,0,90,1,Mrs.,4,21,C,digit
487,female,S,1,35,1,0,90,1,Mrs.,4,21,C,digit
488,male,C,1,58,0,0,29.7,0,Mr.,3,16,B,digit
488,male,C,1,58,0,0,29.7,0,Mr.,3,16,B,digit
489,male,S,3,30,0,0,8.05,0,Mr.,3,22,n,other
489,male,S,3,30,0,0,8.05,0,Mr.,3,22,n,other
490,male,S,3,9,1,1,15.9,1,Master.,4,25,n,CA
490,male,S,3,9,1,1,15.9,1,Master.,4,25,n,CA
491,male,S,3,18,1,0,19.9667,0,Mr.,4,28,n,digit
491,male,S,3,34,1,0,19.9667,0,Mr.,4,28,n,digit
492,male,S,3,21,0,0,7.25,0,Mr.,2,13,n,SOTON/OQ
492,male,S,3,21,0,0,7.25,0,Mr.,2,13,n,SOTON/OQ
493,male,S,1,55,0,0,30.5,0,Mr.,3,19,C,digit
493,male,S,1,55,0,0,30.5,0,Mr.,3,19,C,digit
494,male,C,1,71,0,0,49.5042,0,Mr.,2,17,n,PC
494,male,C,1,71,0,0,49.5042,0,Mr.,2,17,n,PC
495,male,S,3,21,0,0,8.05,0,Mr.,3,19,n,A/4
495,male,S,3,21,0,0,8.05,0,Mr.,3,19,n,A/4
496,male,C,3,24,0,0,14.4583,0,Mr.,2,15,n,digit
496,male,C,3,19,0,0,14.4583,0,Mr.,2,15,n,digit
497,female,C,1,54,1,0,78.2667,1,Miss.,3,21,D,digit
497,female,C,1,54,1,0,78.2667,1,Miss.,3,21,D,digit
498,male,S,3,32,0,0,15.1,0,Mr.,3,24,n,CA
498,male,S,3,21,0,0,15.1,0,Mr.,3,24,n,CA
499,female,S,1,25,1,2,151.55,0,Mrs.,5,15,C,digit
499,female,S,1,25,1,2,151.55,0,Mrs.,5,15,C,digit
500,male,S,3,24,0,0,7.7958,0,Mr.,2,12,n,digit
500,male,S,3,24,0,0,7.7958,0,Mr.,2,12,n,digit
501,male,S,3,17,0,0,8.6625,0,Mr.,2,10,n,digit
501,male,S,3,17,0,0,8.6625,0,Mr.,2,10,n,digit
502,female,Q,3,21,0,0,7.75,0,Miss.,2,11,n,digit
502,female,Q,3,21,0,0,7.75,0,Miss.,2,11,n,digit
503,female,Q,3,31,0,0,7.6292,0,Miss.,3,21,n,digit
503,female,Q,3,31,0,0,7.6292,0,Miss.,3,21,n,digit
504,female,S,3,37,0,0,9.5875,0,Miss.,3,21,n,digit
504,female,S,3,37,0,0,9.5875,0,Miss.,3,21,n,digit
505,female,S,1,16,0,0,86.5,1,Miss.,2,13,B,digit
505,female,S,1,16,0,0,86.5,1,Miss.,2,13,B,digit
506,male,C,1,18,1,0,108.9,0,Mr.,5,32,C,PC
506,male,C,1,18,1,0,108.9,0,Mr.,5,32,C,PC
507,female,S,2,33,0,2,26,1,Mrs.,4,21,n,digit
507,female,S,2,33,0,2,26,1,Mrs.,4,21,n,digit
508,male,S,1,52,0,0,26.55,1,Mr.,3,13,n,digit
508,male,S,1,27,0,0,26.55,1,Mr.,3,13,n,digit
509,male,S,3,28,0,0,22.525,0,Mr.,3,17,n,C
509,male,S,3,28,0,0,22.525,0,Mr.,3,17,n,C
510,male,S,3,26,0,0,56.4958,1,Mr.,2,8,n,digit
510,male,S,3,26,0,0,56.4958,1,Mr.,2,8,n,digit
511,male,Q,3,29,0,0,7.75,1,Mr.,3,17,n,digit
511,male,Q,3,29,0,0,7.75,1,Mr.,3,17,n,digit
512,male,S,3,21,0,0,8.05,0,Mr.,2,11,n,SOTON/OQ
512,male,S,3,32,0,0,8.05,0,Mr.,2,11,n,SOTON/OQ
513,male,S,1,36,0,0,26.2875,1,Mr.,3,18,E,PC
513,male,S,1,36,0,0,26.2875,1,Mr.,3,18,E,PC
514,female,C,1,54,1,0,59.4,1,Mrs.,3,16,n,PC
514,female,C,1,54,1,0,59.4,1,Mrs.,3,16,n,PC
515,male,S,3,24,0,0,7.4958,0,Mr.,2,11,n,digit
515,male,S,3,24,0,0,7.4958,0,Mr.,2,11,n,digit
516,male,S,1,47,0,0,34.0208,0,Mr.,3,21,D,digit
516,male,S,1,47,0,0,34.0208,0,Mr.,3,21,D,digit
517,female,S,2,34,0,0,10.5,1,Mrs.,2,6,o,CA
517,female,S,2,34,0,0,10.5,1,Mrs.,2,6,o,CA
518,male,Q,3,40,0,0,24.15,0,Mr.,2,11,n,digit
518,male,Q,3,35,0,0,24.15,0,Mr.,2,11,n,digit
519,female,S,2,36,1,0,26,1,Mrs.,4,13,n,digit
519,female,S,2,36,1,0,26,1,Mrs.,4,13,n,digit
520,male,S,3,32,0,0,7.8958,0,Mr.,2,13,n,digit
520,male,S,3,32,0,0,7.8958,0,Mr.,2,13,n,digit
521,female,S,1,30,0,0,93.5,1,Miss.,2,13,B,digit
521,female,S,1,30,0,0,93.5,1,Miss.,2,13,B,digit
522,male,S,3,22,0,0,7.8958,0,Mr.,2,9,n,digit
522,male,S,3,22,0,0,7.8958,0,Mr.,2,9,n,digit
523,male,C,3,18,0,0,7.225,0,Mr.,2,12,n,digit
523,male,C,3,18,0,0,7.225,0,Mr.,2,12,n,digit
524,female,C,1,44,0,1,57.9792,1,Mrs.,4,18,B,digit
524,female,C,1,44,0,1,57.9792,1,Mrs.,4,18,B,digit
525,male,C,3,18,0,0,7.2292,0,Mr.,2,11,n,digit
525,male,C,3,40,0,0,7.2292,0,Mr.,2,11,n,digit
526,male,Q,3,40.5,0,0,7.75,0,Mr.,2,12,n,digit
526,male,Q,3,40.5,0,0,7.75,0,Mr.,2,12,n,digit
527,female,S,2,50,0,0,10.5,1,Miss.,2,12,n,W/C
527,female,S,2,50,0,0,10.5,1,Miss.,2,12,n,W/C
528,male,S,1,54,0,0,221.7792,0,Mr.,2,12,C,PC
528,male,S,1,47,0,0,221.7792,0,Mr.,2,12,C,PC
529,male,S,3,39,0,0,7.925,0,Mr.,3,18,n,digit
529,male,S,3,39,0,0,7.925,0,Mr.,3,18,n,digit
530,male,S,2,23,2,1,11.5,0,Mr.,3,20,n,digit
530,male,S,2,23,2,1,11.5,0,Mr.,3,20,n,digit
531,female,S,2,2,1,1,26,1,Miss.,3,15,n,digit
531,female,S,2,2,1,1,26,1,Miss.,3,15,n,digit
532,male,C,3,45,0,0,7.2292,0,Mr.,2,11,n,digit
532,male,C,3,45,0,0,7.2292,0,Mr.,2,11,n,digit
533,male,C,3,17,1,1,7.2292,0,Mr.,3,13,n,digit
533,male,C,3,17,1,1,7.2292,0,Mr.,3,13,n,digit
534,female,C,3,1,0,2,22.3583,1,Mrs.,3,14,n,digit
534,female,C,3,4,0,2,22.3583,1,Mrs.,3,14,n,digit
535,female,S,3,30,0,0,8.6625,0,Miss.,2,11,n,digit
535,female,S,3,30,0,0,8.6625,0,Miss.,2,11,n,digit
536,female,S,2,7,0,2,26.25,1,Miss.,3,13,n,FCC
536,female,S,2,7,0,2,26.25,1,Miss.,3,13,n,FCC
537,male,S,1,45,0,0,26.55,0,Military,3,23,B,digit
537,male,S,1,45,0,0,26.55,0,Military,3,23,B,digit
538,female,C,1,30,0,0,106.425,1,Miss.,2,11,n,PC
538,female,C,1,30,0,0,106.425,1,Miss.,2,11,n,PC
539,male,S,3,21,0,0,14.5,0,Mr.,3,17,n,digit
539,male,S,3,21,0,0,14.5,0,Mr.,3,17,n,digit
540,female,C,1,22,0,2,49.5,1,Miss.,3,25,B,digit
540,female,C,1,22,0,2,49.5,1,Miss.,3,25,B,digit
541,female,S,1,36,0,2,71,1,Miss.,3,14,B,other
541,female,S,1,36,0,2,71,1,Miss.,3,14,B,other
542,female,S,3,9,4,2,31.275,0,Miss.,3,27,n,digit
542,female,S,3,9,4,2,31.275,0,Miss.,3,27,n,digit
543,female,S,3,11,4,2,31.275,0,Miss.,3,24,n,digit
543,female,S,3,11,4,2,31.275,0,Miss.,3,24,n,digit
544,male,S,2,32,1,0,26,1,Mr.,2,11,n,digit
544,male,S,2,32,1,0,26,1,Mr.,2,11,n,digit
545,male,C,1,50,1,0,106.425,0,Mr.,3,19,C,PC
545,male,C,1,50,1,0,106.425,0,Mr.,3,19,C,PC
546,male,S,1,64,0,0,26,0,Mr.,3,21,n,digit
546,male,S,1,64,0,0,26,0,Mr.,3,21,n,digit
547,female,S,2,19,1,0,26,1,Mrs.,3,11,n,digit
547,female,S,2,19,1,0,26,1,Mrs.,3,11,n,digit
548,male,C,2,18,0,0,13.8625,1,Mr.,4,18,n,SC/PARIS
548,male,C,2,18,0,0,13.8625,1,Mr.,4,18,n,SC/PARIS
549,male,S,3,33,1,1,20.525,0,Mr.,3,18,n,digit
549,male,S,3,33,1,1,20.525,0,Mr.,3,18,n,digit
550,male,S,2,8,1,1,36.75,1,Master.,4,18,n,CA
550,male,S,2,8,1,1,36.75,1,Master.,4,18,n,CA
551,male,C,1,17,0,2,110.8833,1,Mr.,4,19,C,digit
551,male,C,1,17,0,2,110.8833,1,Mr.,4,19,C,digit
552,male,S,2,27,0,0,26,0,Mr.,4,19,n,digit
552,male,S,2,27,0,0,26,0,Mr.,4,19,n,digit
553,male,Q,3,35,0,0,7.8292,0,Mr.,2,14,n,digit
553,male,Q,3,39,0,0,7.8292,0,Mr.,2,14,n,digit
554,male,C,3,22,0,0,7.225,1,Mr.,3,10,n,digit
554,male,C,3,22,0,0,7.225,1,Mr.,3,10,n,digit
555,female,S,3,22,0,0,7.775,1,Miss.,2,10,n,digit
555,female,S,3,22,0,0,7.775,1,Miss.,2,10,n,digit
556,male,S,1,62,0,0,26.55,0,Mr.,2,12,n,digit
556,male,S,1,62,0,0,26.55,0,Mr.,2,12,n,digit
557,female,C,1,48,1,0,39.6,1,Nobility,3,10,o,digit
557,female,C,1,48,1,0,39.6,1,Nobility,3,10,o,digit
558,male,C,1,24,0,0,227.525,0,Mr.,2,13,n,PC
558,male,C,1,38,0,0,227.525,0,Mr.,2,13,n,PC
559,female,S,1,39,1,1,79.65,1,Mrs.,3,11,E,digit
559,female,S,1,39,1,1,79.65,1,Mrs.,3,11,E,digit
560,female,S,3,36,1,0,17.4,1,Mrs.,5,28,n,digit
560,female,S,3,36,1,0,17.4,1,Mrs.,5,28,n,digit
561,male,Q,3,35,0,0,7.75,0,Mr.,3,17,n,digit
561,male,Q,3,39,0,0,7.75,0,Mr.,3,17,n,digit
562,male,S,3,40,0,0,7.8958,0,Mr.,2,11,n,digit
562,male,S,3,40,0,0,7.8958,0,Mr.,2,11,n,digit
563,male,S,2,28,0,0,13.5,0,Mr.,3,19,n,digit
563,male,S,2,28,0,0,13.5,0,Mr.,3,19,n,digit
564,male,S,3,24,0,0,8.05,0,Mr.,2,11,n,SOTON/OQ
564,male,S,3,24,0,0,8.05,0,Mr.,2,11,n,SOTON/OQ
565,female,S,3,49,0,0,8.05,0,Miss.,2,8,n,SOTON/OQ
565,female,S,3,19,0,0,8.05,0,Miss.,2,8,n,SOTON/OQ
566,male,S,3,24,2,0,24.15,0,Mr.,3,13,n,A/4
566,male,S,3,24,2,0,24.15,0,Mr.,3,13,n,A/4
567,male,S,3,19,0,0,7.8958,0,Mr.,2,14,n,digit
567,male,S,3,19,0,0,7.8958,0,Mr.,2,14,n,digit
568,female,S,3,29,0,4,21.075,0,Mrs.,3,11,n,digit
568,female,S,3,29,0,4,21.075,0,Mrs.,3,11,n,digit
569,male,C,3,18,0,0,7.2292,0,Mr.,2,13,n,digit
569,male,C,3,45,0,0,7.2292,0,Mr.,2,13,n,digit
570,male,S,3,32,0,0,7.8542,1,Mr.,2,11,n,digit
570,male,S,3,32,0,0,7.8542,1,Mr.,2,11,n,digit
571,male,S,2,62,0,0,10.5,1,Mr.,2,12,n,other
571,male,S,2,62,0,0,10.5,1,Mr.,2,12,n,other
572,female,S,1,53,2,0,51.4792,1,Mrs.,4,18,C,digit
572,female,S,1,53,2,0,51.4792,1,Mrs.,4,18,C,digit
573,male,S,1,36,0,0,26.3875,1,Mr.,4,14,E,PC
573,male,S,1,36,0,0,26.3875,1,Mr.,4,14,E,PC
574,female,Q,3,34,0,0,7.75,1,Miss.,2,9,n,digit
574,female,Q,3,34,0,0,7.75,1,Miss.,2,9,n,digit
575,male,S,3,16,0,0,8.05,0,Mr.,4,20,n,A/4
575,male,S,3,16,0,0,8.05,0,Mr.,4,20,n,A/4
576,male,S,3,19,0,0,14.5,0,Mr.,2,14,n,digit
576,male,S,3,19,0,0,14.5,0,Mr.,2,14,n,digit
577,female,S,2,34,0,0,13,1,Miss.,2,12,n,digit
577,female,S,2,34,0,0,13,1,Miss.,2,12,n,digit
578,female,S,1,39,1,0,55.9,1,Mrs.,4,18,E,digit
578,female,S,1,39,1,0,55.9,1,Mrs.,4,18,E,digit
579,female,C,3,26,1,0,14.4583,0,Mrs.,3,11,n,digit
579,female,C,3,26,1,0,14.4583,0,Mrs.,3,11,n,digit
580,male,S,3,32,0,0,7.925,1,Mr.,2,13,n,STON/O 2
580,male,S,3,32,0,0,7.925,1,Mr.,2,13,n,STON/O 2
581,female,S,2,25,1,1,30,1,Miss.,3,18,n,digit
581,female,S,2,25,1,1,30,1,Miss.,3,18,n,digit
582,female,C,1,39,1,1,110.8833,1,Mrs.,4,17,C,digit
582,female,C,1,39,1,1,110.8833,1,Mrs.,4,17,C,digit
583,male,S,2,54,0,0,26,0,Mr.,3,19,n,digit
583,male,S,2,54,0,0,26,0,Mr.,3,19,n,digit
584,male,C,1,36,0,0,40.125,0,Mr.,3,12,o,digit
584,male,C,1,36,0,0,40.125,0,Mr.,3,12,o,digit
585,male,C,3,45,0,0,8.7125,0,Mr.,2,13,n,digit
585,male,C,3,40,0,0,8.7125,0,Mr.,2,13,n,digit
586,female,S,1,18,0,2,79.65,1,Miss.,2,11,E,digit
586,female,S,1,18,0,2,79.65,1,Miss.,2,11,E,digit
587,male,S,2,47,0,0,15,0,Mr.,3,16,n,digit
587,male,S,2,47,0,0,15,0,Mr.,3,16,n,digit
588,male,C,1,60,1,1,79.2,1,Mr.,2,26,B,digit
588,male,C,1,60,1,1,79.2,1,Mr.,2,26,B,digit
589,male,S,3,22,0,0,8.05,0,Mr.,2,15,n,digit
589,male,S,3,22,0,0,8.05,0,Mr.,2,15,n,digit
590,male,S,3,24,0,0,8.05,0,Mr.,2,13,n,A/5
590,male,S,3,32,0,0,8.05,0,Mr.,2,13,n,A/5
591,male,S,3,35,0,0,7.125,0,Mr.,2,14,n,STON/O 2
591,male,S,3,35,0,0,7.125,0,Mr.,2,14,n,STON/O 2
592,female,C,1,52,1,0,78.2667,1,Mrs.,4,23,D,digit
592,female,C,1,52,1,0,78.2667,1,Mrs.,4,23,D,digit
593,male,S,3,47,0,0,7.25,0,Mr.,3,19,n,A/5
593,male,S,3,47,0,0,7.25,0,Mr.,3,19,n,A/5
594,female,Q,3,28,0,2,7.75,0,Miss.,2,10,n,digit
594,female,Q,3,2,0,2,7.75,0,Miss.,2,10,n,digit
595,male,S,2,37,1,0,26,0,Mr.,3,16,n,other
595,male,S,2,37,1,0,26,0,Mr.,3,16,n,other
596,male,S,3,36,1,1,24.15,0,Mr.,4,19,n,digit
596,male,S,3,36,1,1,24.15,0,Mr.,4,19,n,digit
597,female,S,2,11,0,0,33,1,Miss.,3,17,n,digit
597,female,S,2,31,0,0,33,1,Miss.,3,17,n,digit
598,male,S,3,49,0,0,0,0,Mr.,2,13,n,LINE
598,male,S,3,49,0,0,0,0,Mr.,2,13,n,LINE
599,male,C,3,18,0,0,7.225,0,Mr.,2,11,n,digit
599,male,C,3,45,0,0,7.225,0,Mr.,2,11,n,digit
600,male,C,1,49,1,0,56.9292,1,Nobility,5,21,o,PC
600,male,C,1,49,1,0,56.9292,1,Nobility,5,21,o,PC
601,female,S,2,24,2,1,27,1,Mrs.,4,21,n,digit
601,female,S,2,24,2,1,27,1,Mrs.,4,21,n,digit
602,male,S,3,24,0,0,7.8958,0,Mr.,2,14,n,digit
602,male,S,3,24,0,0,7.8958,0,Mr.,2,14,n,digit
603,male,S,1,38,0,0,42.4,0,Mr.,3,18,n,digit
603,male,S,1,40,0,0,42.4,0,Mr.,3,18,n,digit
604,male,S,3,44,0,0,8.05,0,Mr.,3,18,n,digit
604,male,S,3,44,0,0,8.05,0,Mr.,3,18,n,digit
